x,y
-3.750444772018533968e+01,-1.889412754777197989e+01
-3.784060536336626512e+01,-1.892357860145296655e+01
-3.817629360350089485e+01,-1.895291355391516319e+01
-3.851155912452315988e+01,-1.898197816768947987e+01
-3.884644861036690600e+01,-1.901061820530687640e+01
-3.918100874496596475e+01,-1.903867942929823442e+01
-3.951528621225430982e+01,-1.906600760219448532e+01
-3.984932769616573012e+01,-1.909244848652658533e+01
-4.018317988063415669e+01,-1.911784784482542321e+01
-4.051688944959342109e+01,-1.914205143962194455e+01
-4.085050308697748278e+01,-1.916490503344707719e+01
-4.118406747672007384e+01,-1.918625438883172052e+01
-4.151762930275521057e+01,-1.920594526830681659e+01
-4.185123524901668191e+01,-1.922382343440330033e+01
-4.218493199943841887e+01,-1.923973464965207469e+01
-4.251876623795429566e+01,-1.925352467658407463e+01
-4.285278464849815805e+01,-1.926503927773021729e+01
-4.318703391500389444e+01,-1.927412421562143763e+01
-4.352156072140537901e+01,-1.928062525278865635e+01
-4.385641175163647176e+01,-1.928438815176279064e+01
-4.419163368963116056e+01,-1.928525867507478608e+01
-4.452727321932316329e+01,-1.928308258525553498e+01
-4.486337702464642518e+01,-1.927770564483599003e+01
-4.519999178953484886e+01,-1.926897361634706485e+01
-4.553716419792223746e+01,-1.925673226231968727e+01
-4.587494093374259307e+01,-1.924082734528477090e+01
-4.621336868092969041e+01,-1.922110462777324358e+01
-4.655249412341741788e+01,-1.919740987231604734e+01
-4.689236394513964967e+01,-1.916958884144408515e+01
-4.723302483003025998e+01,-1.913748729768828838e+01
-4.757452346202323668e+01,-1.910095100357958486e+01
-4.791690652505231185e+01,-1.905982572164889532e+01
-4.826021190715020737e+01,-1.901399506097286718e+01
-4.860438326107255591e+01,-1.896374810127275268e+01
-4.894930704489054563e+01,-1.890962001658041203e+01
-4.929486891294567386e+01,-1.885214943917416619e+01
-4.964095451957936689e+01,-1.879187500133235034e+01
-4.998744951913307943e+01,-1.872933533533327832e+01
-5.033423956594828041e+01,-1.866506907345525690e+01
-5.068121031436645296e+01,-1.859961484797663189e+01
-5.102824741872910863e+01,-1.853351129117569940e+01
-5.137523653337763108e+01,-1.846729703533079459e+01
-5.172206331265357449e+01,-1.840151071272023486e+01
-5.206861341089826567e+01,-1.833669095562233053e+01
-5.241477248245330145e+01,-1.827337639631542388e+01
-5.276042618166012232e+01,-1.821210566707781453e+01
-5.310546016286015458e+01,-1.815341740018784478e+01
-5.344976008039486715e+01,-1.809785022792382847e+01
-5.379321158860577157e+01,-1.804594278256406881e+01
-5.413570034183425150e+01,-1.799823369638690806e+01
-5.447711199442188956e+01,-1.795526160167063878e+01
-5.481733220071006940e+01,-1.791756513069361034e+01
-5.515624661504025994e+01,-1.788568291573414015e+01
-5.549374089175391589e+01,-1.786015358907055273e+01
-5.582970068519256301e+01,-1.784151578298114060e+01
-5.616401164969765603e+01,-1.783030812974423895e+01
-5.649655943961059279e+01,-1.782706926163818650e+01
-5.682722970927289907e+01,-1.783233781094126869e+01
-5.715590811302601537e+01,-1.784665240993184554e+01
-5.748248030521145324e+01,-1.787055169088822382e+01
-5.780683194017062476e+01,-1.790457428608869961e+01
-5.812884867224499885e+01,-1.794925882781162230e+01
-5.844841615577605864e+01,-1.800514394833530929e+01
-5.876542422321283254e+01,-1.807275232839835510e+01
-5.907990139381774952e+01,-1.815207715824715606e+01
-5.939204370341656158e+01,-1.824247206892776063e+01
-5.970205719644170017e+01,-1.834325247976313378e+01
-6.001014791732571041e+01,-1.845373381007625113e+01
-6.031652191050100953e+01,-1.857323147919008832e+01
-6.062138522040011424e+01,-1.870106090642759966e+01
-6.092494389145547018e+01,-1.883653751111176433e+01
-6.122740396809956565e+01,-1.897897671256552599e+01
-6.152897149476486049e+01,-1.912769393011186736e+01
-6.182985251588384301e+01,-1.928200458307376408e+01
-6.213025307588901569e+01,-1.944122409077419888e+01
-6.243037921921282418e+01,-1.960466787253607279e+01
-6.273043699028771414e+01,-1.977165134768241828e+01
-6.303063243354617384e+01,-1.994148993553619675e+01
-6.333117159342072000e+01,-2.011349905542031635e+01
-6.363226051434384090e+01,-2.028699412665783086e+01
-6.393410524074792534e+01,-2.046129056857164485e+01
-6.423691181706547582e+01,-2.063570380048473041e+01
-6.454088628772899483e+01,-2.080954924172009157e+01
-6.484623469717089961e+01,-2.098214231160065779e+01
-6.515316308982380633e+01,-2.115279842944944377e+01
-6.546187751012007539e+01,-2.132083301458934699e+01
-6.577258400249215242e+01,-2.148556148634338214e+01
-6.608548861137256836e+01,-2.164629926403451421e+01
-6.640079738119379726e+01,-2.180236176698569750e+01
-6.671871635638831322e+01,-2.195306441451990764e+01
-6.703945158138859028e+01,-2.209772262596011316e+01
-6.736320910062707412e+01,-2.223565182062926127e+01
-6.769008227001745581e+01,-2.236618268249345221e+01
-6.801962091485412998e+01,-2.248871952148348186e+01
-6.835121119930630584e+01,-2.260268881685752618e+01
-6.868423925458168355e+01,-2.270751705233874063e+01
-6.901809121188787799e+01,-2.280263071165022026e+01
-6.935215320243253245e+01,-2.288745627851509923e+01
-6.968581135742326182e+01,-2.296142023665651521e+01
-7.001845180806790836e+01,-2.302394906979754197e+01
-7.034946068557400167e+01,-2.307446926166135981e+01
-7.067822412114912822e+01,-2.311240729597106380e+01
-7.100412824600101658e+01,-2.313718965644975611e+01
-7.132665373947608600e+01,-2.314835226233905985e+01
-7.164575122651712036e+01,-2.314597497526519376e+01
-7.196151706365003520e+01,-2.313030633507030842e+01
-7.227404765193108460e+01,-2.310159493313854995e+01
-7.258343939241660792e+01,-2.306008936085404670e+01
-7.288978868616271711e+01,-2.300603820960092349e+01
-7.319319193422580838e+01,-2.293969007076331224e+01
-7.349374553766196527e+01,-2.286129353572535194e+01
-7.379154589752749871e+01,-2.277109719587113901e+01
-7.408668941487871962e+01,-2.266934964258484797e+01
-7.437927249077179681e+01,-2.255629946725059654e+01
-7.466939152626298437e+01,-2.243219526125247754e+01
-7.495714292240856480e+01,-2.229728561597466552e+01
-7.524262308026467849e+01,-2.215181912280128174e+01
-7.552592840088772164e+01,-2.199604437311642613e+01
-7.580715528533386305e+01,-2.183020995830424482e+01
-7.608640013465932839e+01,-2.165456446974890170e+01
-7.636375934992037173e+01,-2.146935649883449315e+01
-7.663932933217324717e+01,-2.127483463694512977e+01
-7.691320648247420877e+01,-2.107124747546499322e+01
-7.718548720187953904e+01,-2.085884360577813013e+01
-7.745626789144540680e+01,-2.063787161926877189e+01
-7.772564495222812297e+01,-2.040858010732098293e+01
-7.799371478528382795e+01,-2.017121766131892002e+01
-7.826057379166886108e+01,-1.992603287264671863e+01
-7.852631837243950486e+01,-1.967327433268846093e+01
-7.879104492865189968e+01,-1.941319063282831792e+01
-7.905484986136229963e+01,-1.914603036445041795e+01
-7.931782957162701564e+01,-1.887204211893888584e+01
-7.958008046050227335e+01,-1.859147448767784994e+01
-7.984169892904427002e+01,-1.830457606205140664e+01
-8.010278137830934497e+01,-1.801159543344375891e+01
-8.036342420935366704e+01,-1.771278119323899958e+01
-8.062372382323346187e+01,-1.740838193282123214e+01
-8.088377662100506882e+01,-1.709864624357462404e+01
-8.114367900372462827e+01,-1.678382271688325034e+01
-8.140352737244847958e+01,-1.646415994413129624e+01
-8.166341812823276314e+01,-1.613990651670289367e+01
-8.192344767213381829e+01,-1.581131102598216032e+01
-8.218371240520784227e+01,-1.547862206335321567e+01
-8.244430872851114600e+01,-1.514208822020013301e+01
-8.270529909153174231e+01,-1.480195002595413634e+01
-8.296653496249558657e+01,-1.445839791159357723e+01
-8.322778688930549151e+01,-1.411160309320110073e+01
-8.348882525391942977e+01,-1.376173674745500186e+01
-8.374942043829554450e+01,-1.340897005103350814e+01
-8.400934282439169465e+01,-1.305347418061494835e+01
-8.426836279416590969e+01,-1.269542031287760153e+01
-8.452625072957621910e+01,-1.233497962449973961e+01
-8.478277701258059551e+01,-1.197232329215963453e+01
-8.503771202513709682e+01,-1.160762249253553868e+01
-8.529082614920361038e+01,-1.124104840230579327e+01
-8.554188976673825096e+01,-1.087277219814862761e+01
-8.579067325969893432e+01,-1.050296505674233671e+01
-8.603694701004374679e+01,-1.013179815476520140e+01
-8.628048139973066100e+01,-9.759442668895445649e+00
-8.652104681071762116e+01,-9.386069775811430205e+00
-8.675841362496268516e+01,-9.011850652191419897e+00
-8.699235222442382565e+01,-8.636956474713652909e+00
-8.722263299105907208e+01,-8.261558420056447360e+00
-8.744902630682639710e+01,-7.885827664898025446e+00
-8.767130255368380176e+01,-7.509935385916730155e+00
-8.788923211358931553e+01,-7.134052759790835196e+00
-8.810258536850096789e+01,-6.758350963198557437e+00
-8.831113270037664620e+01,-6.383001172818246971e+00
-8.851464449117443678e+01,-6.008174565328108230e+00
-8.871289112285234069e+01,-5.634042317406475320e+00
